Presure =1021.898681640625, Temperature =39.21569061279297, Humidity =17.36463165283203
Presure =1021.90380859375, Temperature =38.621849060058594, Humidity =17.99578094482422
Presure =1021.913818359375, Temperature =38.621849060058594, Humidity =17.91040802001953
Presure =1021.91552734375, Temperature =38.56617736816406, Humidity =17.907360076904297
Presure =1021.93505859375, Temperature =38.621849060058594, Humidity =18.26104736328125
Presure =1021.91064453125, Temperature =38.75175476074219, Humidity =18.090301513671875
Presure =1021.924072265625, Temperature =38.78886795043945, Humidity =17.9256534576416
Presure =1021.93310546875, Temperature =38.78886795043945, Humidity =18.044567108154297
Presure =1021.91455078125, Temperature =38.714637756347656, Humidity =18.172626495361328
Presure =1021.909912109375, Temperature =38.75175476074219, Humidity =17.98663330078125
Presure =1021.9189453125, Temperature =38.82598114013672, Humidity =18.13298797607422
Presure =1021.91064453125, Temperature =38.844539642333984, Humidity =17.69087791442871
Presure =1021.908203125, Temperature =38.78886795043945, Humidity =17.861623764038086
Presure =1021.924560546875, Temperature =38.75175476074219, Humidity =17.95004653930664
Presure =1021.9384765625, Temperature =38.900211334228516, Humidity =18.029319763183594
Presure =1021.908935546875, Temperature =38.77030944824219, Humidity =17.953094482421875
Presure =1021.9375, Temperature =38.75175476074219, Humidity =17.340238571166992
Presure =1021.926025390625, Temperature =38.77030944824219, Humidity =18.081153869628906
Presure =1021.943603515625, Temperature =38.677520751953125, Humidity =17.761005401611328
Presure =1021.928955078125, Temperature =38.69607925415039, Humidity =17.779300689697266
Presure =1021.96435546875, Temperature =38.64040756225586, Humidity =17.84333038330078
Presure =1021.940673828125, Temperature =38.78886795043945, Humidity =17.666484832763672
Presure =1021.93798828125, Temperature =38.714637756347656, Humidity =17.831134796142578
Presure =1021.966552734375, Temperature =38.78886795043945, Humidity =17.956144332885742
Presure =1021.953125, Temperature =38.75175476074219, Humidity =17.95004653930664
Presure =1021.926513671875, Temperature =38.80742645263672, Humidity =17.901260375976562
Presure =1021.954345703125, Temperature =38.844539642333984, Humidity =17.882966995239258
Presure =1021.953125, Temperature =38.80742645263672, Humidity =18.151283264160156
Presure =1021.96728515625, Temperature =38.677520751953125, Humidity =17.831134796142578
Presure =1021.91357421875, Temperature =38.77030944824219, Humidity =17.837230682373047
Presure =1021.929443359375, Temperature =38.95588302612305, Humidity =17.626848220825195
Presure =1021.959228515625, Temperature =38.75175476074219, Humidity =17.892114639282227
Presure =1021.922119140625, Temperature =38.69607925415039, Humidity =18.01102638244629
Presure =1021.9267578125, Temperature =38.77030944824219, Humidity =18.068958282470703
Presure =1021.93798828125, Temperature =38.82598114013672, Humidity =18.081153869628906
Presure =1021.9111328125, Temperature =38.69607925415039, Humidity =17.82808494567871
Presure =1021.949462890625, Temperature =38.714637756347656, Humidity =18.172626495361328
Presure =1021.912109375, Temperature =38.733192443847656, Humidity =17.648191452026367
Presure =1021.934814453125, Temperature =38.621849060058594, Humidity =17.968339920043945
Presure =1021.9111328125, Temperature =38.69607925415039, Humidity =17.9134578704834
Presure =1021.92724609375, Temperature =38.658966064453125, Humidity =18.206165313720703
Presure =1021.938720703125, Temperature =38.658966064453125, Humidity =17.855525970458984
Presure =1021.922607421875, Temperature =38.714637756347656, Humidity =18.007976531982422
Presure =1021.931396484375, Temperature =38.658966064453125, Humidity =17.971389770507812
Presure =1021.8955078125, Temperature =38.733192443847656, Humidity =17.962242126464844
Presure =1021.919677734375, Temperature =38.658966064453125, Humidity =17.9195556640625
Presure =1021.91943359375, Temperature =38.436275482177734, Humidity =18.068958282470703
Presure =1021.95654296875, Temperature =38.64040756225586, Humidity =17.733564376831055
Presure =1021.94189453125, Temperature =38.75175476074219, Humidity =17.87991714477539
Presure =1021.91259765625, Temperature =38.58473587036133, Humidity =17.965290069580078
Presure =1021.916259765625, Temperature =38.54762268066406, Humidity =17.998830795288086
Presure =1021.931640625, Temperature =38.714637756347656, Humidity =18.038467407226562
Presure =1021.89306640625, Temperature =38.77030944824219, Humidity =18.014076232910156
Presure =1021.911376953125, Temperature =38.658966064453125, Humidity =17.90431022644043
Presure =1021.933837890625, Temperature =38.75175476074219, Humidity =17.931751251220703
Presure =1021.921142578125, Temperature =38.714637756347656, Humidity =17.82198715209961
Presure =1021.925048828125, Temperature =38.603294372558594, Humidity =17.849428176879883
Presure =1021.902587890625, Temperature =38.658966064453125, Humidity =17.87991714477539
Presure =1021.91259765625, Temperature =38.658966064453125, Humidity =18.126890182495117
Presure =1021.90478515625, Temperature =38.82598114013672, Humidity =17.956144332885742
Presure =1021.883056640625, Temperature =38.64040756225586, Humidity =17.815887451171875
Presure =1021.921142578125, Temperature =38.677520751953125, Humidity =18.029319763183594
Presure =1021.894287109375, Temperature =38.78886795043945, Humidity =18.084203720092773
Presure =1021.9033203125, Temperature =38.603294372558594, Humidity =17.831134796142578
Presure =1021.88427734375, Temperature =38.64040756225586, Humidity =17.849428176879883
Presure =1021.89208984375, Temperature =38.733192443847656, Humidity =17.9134578704834
Presure =1021.914306640625, Temperature =38.733192443847656, Humidity =17.898212432861328
Presure =1021.903076171875, Temperature =38.714637756347656, Humidity =17.809791564941406
Presure =1021.878173828125, Temperature =38.77030944824219, Humidity =18.096399307250977
Presure =1021.947265625, Temperature =38.93732452392578, Humidity =17.882966995239258
Presure =1021.91162109375, Temperature =38.93732452392578, Humidity =17.901260375976562
Presure =1021.90869140625, Temperature =38.658966064453125, Humidity =17.74576187133789
Presure =1021.90673828125, Temperature =38.78886795043945, Humidity =17.98053741455078
Presure =1021.9296875, Temperature =38.69607925415039, Humidity =18.11774253845215
Presure =1021.906982421875, Temperature =38.677520751953125, Humidity =18.007976531982422
Presure =1021.919189453125, Temperature =38.677520751953125, Humidity =18.04151725769043
Presure =1021.9345703125, Temperature =38.75175476074219, Humidity =17.88906478881836
Presure =1021.904296875, Temperature =38.75175476074219, Humidity =18.001880645751953
Presure =1021.921630859375, Temperature =38.77030944824219, Humidity =17.9195556640625
Presure =1021.91015625, Temperature =38.75175476074219, Humidity =17.742712020874023
Presure =1021.89990234375, Temperature =38.78886795043945, Humidity =17.87991714477539
Presure =1021.914794921875, Temperature =38.78886795043945, Humidity =17.849428176879883
Presure =1021.934814453125, Temperature =38.714637756347656, Humidity =17.99578094482422
Presure =1021.924072265625, Temperature =38.844539642333984, Humidity =18.068958282470703
Presure =1021.917236328125, Temperature =38.77030944824219, Humidity =18.227508544921875
Presure =1021.909912109375, Temperature =38.88165283203125, Humidity =17.95004653930664
Presure =1021.91015625, Temperature =38.714637756347656, Humidity =17.95919418334961
Presure =1021.936279296875, Temperature =38.621849060058594, Humidity =18.120792388916016
Presure =1021.9453125, Temperature =38.75175476074219, Humidity =18.443988800048828
Presure =1021.9384765625, Temperature =38.733192443847656, Humidity =18.151283264160156
Presure =1021.908935546875, Temperature =38.64040756225586, Humidity =17.983585357666016
Presure =1021.89794921875, Temperature =38.75175476074219, Humidity =18.081153869628906
Presure =1021.925048828125, Temperature =38.56617736816406, Humidity =18.072006225585938
Presure =1021.92431640625, Temperature =38.733192443847656, Humidity =18.111644744873047
Presure =1021.91796875, Temperature =38.54762268066406, Humidity =18.11469268798828
Presure =1021.9150390625, Temperature =38.621849060058594, Humidity =18.190919876098633
Presure =1021.922119140625, Temperature =38.621849060058594, Humidity =18.239704132080078
Presure =1021.9033203125, Temperature =38.75175476074219, Humidity =17.767105102539062
Presure =1021.929443359375, Temperature =38.621849060058594, Humidity =17.846378326416016
Presure =1021.906005859375, Temperature =38.52906036376953, Humidity =17.79149627685547
Presure =1021.922607421875, Temperature =38.658966064453125, Humidity =17.9256534576416
Presure =1021.943603515625, Temperature =38.733192443847656, Humidity =17.764055252075195
Presure =1021.94775390625, Temperature =38.658966064453125, Humidity =18.044567108154297
Presure =1021.931396484375, Temperature =38.75175476074219, Humidity =18.044567108154297
Presure =1021.919677734375, Temperature =38.58473587036133, Humidity =17.779300689697266
Presure =1021.94091796875, Temperature =38.603294372558594, Humidity =17.840280532836914
Presure =1021.938720703125, Temperature =38.69607925415039, Humidity =18.08725357055664
Presure =1021.927978515625, Temperature =38.733192443847656, Humidity =17.956144332885742
Presure =1021.906005859375, Temperature =38.64040756225586, Humidity =18.14823341369629
Presure =1021.9130859375, Temperature =38.64040756225586, Humidity =17.867721557617188
Presure =1021.95751953125, Temperature =38.51050567626953, Humidity =17.895164489746094
Presure =1021.944580078125, Temperature =38.603294372558594, Humidity =18.151283264160156
Presure =1021.96533203125, Temperature =38.69607925415039, Humidity =18.023223876953125
Presure =1021.968994140625, Temperature =38.80742645263672, Humidity =18.267147064208984
Presure =1021.94091796875, Temperature =38.677520751953125, Humidity =17.764055252075195
Presure =1021.968994140625, Temperature =38.714637756347656, Humidity =17.794544219970703
Presure =1021.978515625, Temperature =38.714637756347656, Humidity =17.7762508392334
Presure =1021.968017578125, Temperature =38.677520751953125, Humidity =18.014076232910156
Presure =1021.95654296875, Temperature =38.54762268066406, Humidity =17.709171295166016
Presure =1021.9501953125, Temperature =38.733192443847656, Humidity =17.815887451171875
Presure =1021.968017578125, Temperature =38.733192443847656, Humidity =17.9134578704834
Presure =1021.939453125, Temperature =38.733192443847656, Humidity =17.803691864013672
Presure =1021.941650390625, Temperature =38.80742645263672, Humidity =18.004928588867188
Presure =1021.9609375, Temperature =38.80742645263672, Humidity =17.892114639282227
Presure =1021.94091796875, Temperature =38.75175476074219, Humidity =17.837230682373047
Presure =1021.9873046875, Temperature =38.75175476074219, Humidity =17.88906478881836
Presure =1021.958251953125, Temperature =38.658966064453125, Humidity =18.059810638427734
Presure =1021.990234375, Temperature =38.733192443847656, Humidity =18.01712417602539
Presure =1021.976318359375, Temperature =38.844539642333984, Humidity =17.696975708007812
Presure =1021.94091796875, Temperature =38.733192443847656, Humidity =17.730514526367188
Presure =1021.95654296875, Temperature =38.88165283203125, Humidity =17.892114639282227
Presure =1021.98291015625, Temperature =38.78886795043945, Humidity =18.09334945678711
Presure =1021.932373046875, Temperature =38.844539642333984, Humidity =17.886016845703125
Presure =1021.947509765625, Temperature =38.733192443847656, Humidity =18.13908576965332
Presure =1021.97119140625, Temperature =38.844539642333984, Humidity =17.666484832763672
Presure =1021.98486328125, Temperature =38.69607925415039, Humidity =18.007976531982422
Presure =1021.984619140625, Temperature =38.77030944824219, Humidity =17.809791564941406
Presure =1021.954833984375, Temperature =38.78886795043945, Humidity =17.849428176879883
Presure =1021.9716796875, Temperature =38.78886795043945, Humidity =17.886016845703125
Presure =1021.969970703125, Temperature =38.80742645263672, Humidity =17.779300689697266
Presure =1021.97412109375, Temperature =38.77030944824219, Humidity =17.962242126464844
Presure =1021.997314453125, Temperature =38.75175476074219, Humidity =18.068958282470703
Presure =1021.982421875, Temperature =38.80742645263672, Humidity =17.611602783203125
Presure =1021.96630859375, Temperature =38.82598114013672, Humidity =17.757957458496094
Presure =1021.98779296875, Temperature =38.77030944824219, Humidity =17.876869201660156
Presure =1021.997802734375, Temperature =38.844539642333984, Humidity =17.846378326416016
Presure =1021.9755859375, Temperature =38.733192443847656, Humidity =17.9134578704834
Presure =1021.96142578125, Temperature =38.77030944824219, Humidity =17.91040802001953
Presure =1021.981689453125, Temperature =38.844539642333984, Humidity =18.0628604888916
Presure =1021.984619140625, Temperature =38.80742645263672, Humidity =17.72441864013672
Presure =1021.952880859375, Temperature =38.82598114013672, Humidity =17.992733001708984
Presure =1021.9970703125, Temperature =38.677520751953125, Humidity =17.660388946533203
Presure =1021.995361328125, Temperature =38.78886795043945, Humidity =17.9134578704834
Presure =1022.01220703125, Temperature =38.75175476074219, Humidity =18.044567108154297
Presure =1022.0283203125, Temperature =38.714637756347656, Humidity =17.998830795288086
Presure =1022.02001953125, Temperature =38.621849060058594, Humidity =17.916507720947266
Presure =1022.01708984375, Temperature =38.658966064453125, Humidity =18.157379150390625
Presure =1022.018798828125, Temperature =38.64040756225586, Humidity =17.864673614501953
Presure =1021.983154296875, Temperature =38.69607925415039, Humidity =17.962242126464844
Presure =1021.99169921875, Temperature =38.69607925415039, Humidity =18.105546951293945
Presure =1022.01123046875, Temperature =38.733192443847656, Humidity =17.992733001708984
Presure =1022.015625, Temperature =38.69607925415039, Humidity =17.9256534576416
Presure =1022.01904296875, Temperature =38.78886795043945, Humidity =17.626848220825195
Presure =1022.01416015625, Temperature =38.77030944824219, Humidity =17.837230682373047
Presure =1022.020263671875, Temperature =38.82598114013672, Humidity =17.870771408081055
Presure =1022.041259765625, Temperature =38.603294372558594, Humidity =17.886016845703125
Presure =1022.004638671875, Temperature =38.844539642333984, Humidity =17.901260375976562
Presure =1022.011962890625, Temperature =38.56617736816406, Humidity =17.9256534576416
Presure =1022.022216796875, Temperature =38.677520751953125, Humidity =17.886016845703125
Presure =1021.996337890625, Temperature =38.77030944824219, Humidity =17.968339920043945
Presure =1022.004150390625, Temperature =38.80742645263672, Humidity =18.27629280090332
Presure =1022.020263671875, Temperature =38.69607925415039, Humidity =18.001880645751953
Presure =1021.991455078125, Temperature =38.658966064453125, Humidity =17.91040802001953
Presure =1021.975341796875, Temperature =38.733192443847656, Humidity =17.95004653930664
Presure =1022.00390625, Temperature =38.714637756347656, Humidity =17.85247802734375
Presure =1022.02783203125, Temperature =38.82598114013672, Humidity =17.876869201660156
Presure =1021.99267578125, Temperature =38.844539642333984, Humidity =17.9256534576416
Presure =1022.014404296875, Temperature =38.714637756347656, Humidity =17.971389770507812
Presure =1022.009521484375, Temperature =38.80742645263672, Humidity =17.831134796142578
Presure =1022.000732421875, Temperature =38.77030944824219, Humidity =17.825035095214844
Presure =1022.00830078125, Temperature =38.714637756347656, Humidity =18.038467407226562
Presure =1021.986328125, Temperature =38.64040756225586, Humidity =17.98053741455078
Presure =1022.012451171875, Temperature =38.82598114013672, Humidity =17.815887451171875
Presure =1021.99853515625, Temperature =38.658966064453125, Humidity =18.142135620117188
Presure =1021.99951171875, Temperature =38.69607925415039, Humidity =17.867721557617188
Presure =1021.99072265625, Temperature =38.69607925415039, Humidity =17.898212432861328
Presure =1021.97900390625, Temperature =38.658966064453125, Humidity =17.9134578704834
Presure =1021.9658203125, Temperature =38.77030944824219, Humidity =18.13298797607422
Presure =1021.969970703125, Temperature =38.658966064453125, Humidity =17.785398483276367
Presure =1021.968994140625, Temperature =38.677520751953125, Humidity =17.794544219970703
Presure =1021.97998046875, Temperature =38.69607925415039, Humidity =18.18482208251953
Presure =1021.96240234375, Temperature =38.621849060058594, Humidity =17.962242126464844
Presure =1021.993408203125, Temperature =38.658966064453125, Humidity =18.129940032958984
Presure =1021.971923828125, Temperature =38.714637756347656, Humidity =17.867721557617188
Presure =1021.99755859375, Temperature =38.844539642333984, Humidity =17.733564376831055
Presure =1021.99462890625, Temperature =38.93732452392578, Humidity =17.977487564086914
Presure =1022.0009765625, Temperature =38.714637756347656, Humidity =18.014076232910156
Presure =1021.999755859375, Temperature =38.844539642333984, Humidity =18.172626495361328
Presure =1021.99609375, Temperature =38.75175476074219, Humidity =17.93480110168457
Presure =1021.983642578125, Temperature =38.80742645263672, Humidity =18.02627182006836
Presure =1021.987548828125, Temperature =38.86309814453125, Humidity =17.770153045654297
Presure =1021.968505859375, Temperature =38.86309814453125, Humidity =18.084203720092773
Presure =1021.978759765625, Temperature =38.80742645263672, Humidity =17.7762508392334
Presure =1021.981201171875, Temperature =38.658966064453125, Humidity =18.639127731323242
Presure =1021.985595703125, Temperature =38.64040756225586, Humidity =18.01712417602539
Presure =1021.985107421875, Temperature =38.714637756347656, Humidity =17.82198715209961
Presure =1021.968017578125, Temperature =38.733192443847656, Humidity =18.001880645751953
Presure =1021.984619140625, Temperature =38.75175476074219, Humidity =17.953094482421875
Presure =1021.990478515625, Temperature =38.714637756347656, Humidity =17.943946838378906
Presure =1022.002685546875, Temperature =38.677520751953125, Humidity =17.873821258544922
Presure =1022.00244140625, Temperature =38.658966064453125, Humidity =17.80674171447754
Presure =1022.029541015625, Temperature =38.733192443847656, Humidity =18.050662994384766
Presure =1022.005859375, Temperature =38.64040756225586, Humidity =17.620750427246094
Presure =1022.01708984375, Temperature =38.714637756347656, Humidity =17.815887451171875
Presure =1022.002197265625, Temperature =38.69607925415039, Humidity =17.9195556640625
Presure =1021.99072265625, Temperature =38.64040756225586, Humidity =18.01712417602539
Presure =1021.993408203125, Temperature =38.64040756225586, Humidity =17.937850952148438
Presure =1022.013671875, Temperature =38.603294372558594, Humidity =17.870771408081055
Presure =1021.9794921875, Temperature =38.603294372558594, Humidity =20.014244079589844
Presure =1021.997802734375, Temperature =38.54762268066406, Humidity =17.886016845703125
Presure =1021.99755859375, Temperature =38.658966064453125, Humidity =19.956310272216797
Presure =1022.013916015625, Temperature =38.621849060058594, Humidity =18.440940856933594
Presure =1022.00634765625, Temperature =38.603294372558594, Humidity =18.02627182006836
Presure =1022.01416015625, Temperature =38.603294372558594, Humidity =17.864673614501953
Presure =1022.02685546875, Temperature =38.78886795043945, Humidity =18.157379150390625
Presure =1022.029296875, Temperature =38.69607925415039, Humidity =17.818937301635742
Presure =1021.98974609375, Temperature =38.714637756347656, Humidity =17.956144332885742
Presure =1022.015625, Temperature =38.733192443847656, Humidity =18.08725357055664
Presure =1022.022705078125, Temperature =38.64040756225586, Humidity =17.971389770507812
Presure =1022.014892578125, Temperature =38.658966064453125, Humidity =17.937850952148438
Presure =1021.966552734375, Temperature =38.77030944824219, Humidity =17.876869201660156
Presure =1022.05078125, Temperature =38.69607925415039, Humidity =18.050662994384766
Presure =1021.985595703125, Temperature =38.733192443847656, Humidity =17.84333038330078
Presure =1022.0146484375, Temperature =38.677520751953125, Humidity =17.864673614501953
Presure =1022.067626953125, Temperature =38.69607925415039, Humidity =18.020174026489258
Presure =1021.97412109375, Temperature =38.733192443847656, Humidity =17.85857391357422
Presure =1021.96484375, Temperature =38.621849060058594, Humidity =17.88906478881836
Presure =1021.96337890625, Temperature =38.621849060058594, Humidity =18.035419464111328
Presure =1021.9716796875, Temperature =38.75175476074219, Humidity =17.90431022644043
Presure =1021.964599609375, Temperature =38.677520751953125, Humidity =16.062694549560547
Presure =1021.986083984375, Temperature =38.714637756347656, Humidity =17.983585357666016
Presure =1021.971923828125, Temperature =38.677520751953125, Humidity =17.971389770507812
Presure =1021.9482421875, Temperature =38.677520751953125, Humidity =18.288490295410156
Presure =1021.970703125, Temperature =38.621849060058594, Humidity =17.943946838378906
Presure =1021.970703125, Temperature =38.58473587036133, Humidity =18.01712417602539
Presure =1021.967041015625, Temperature =38.603294372558594, Humidity =17.72136878967285
Presure =1021.9873046875, Temperature =38.58473587036133, Humidity =18.090301513671875
Presure =1021.98291015625, Temperature =38.733192443847656, Humidity =18.288490295410156
Presure =1021.974609375, Temperature =38.714637756347656, Humidity =17.785398483276367
Presure =1021.97021484375, Temperature =38.900211334228516, Humidity =17.788448333740234
Presure =1021.970703125, Temperature =38.88165283203125, Humidity =17.849428176879883
Presure =1021.976318359375, Temperature =38.714637756347656, Humidity =17.788448333740234
Presure =1021.978271484375, Temperature =38.77030944824219, Humidity =17.849428176879883
Presure =1021.977783203125, Temperature =38.77030944824219, Humidity =17.922603607177734
Presure =1021.97265625, Temperature =38.80742645263672, Humidity =17.87991714477539
Presure =1021.98681640625, Temperature =38.78886795043945, Humidity =18.001880645751953
Presure =1021.968994140625, Temperature =38.78886795043945, Humidity =18.190919876098633
Presure =1021.981201171875, Temperature =38.58473587036133, Humidity =17.785398483276367
Presure =1021.9443359375, Temperature =38.69607925415039, Humidity =17.84333038330078
Presure =1021.94873046875, Temperature =38.64040756225586, Humidity =17.98053741455078
Presure =1021.932861328125, Temperature =38.714637756347656, Humidity =18.023223876953125
Presure =1021.927734375, Temperature =38.56617736816406, Humidity =18.014076232910156
Presure =1021.966796875, Temperature =38.621849060058594, Humidity =17.95004653930664
Presure =1021.94189453125, Temperature =38.54762268066406, Humidity =18.023223876953125
Presure =1021.945556640625, Temperature =38.733192443847656, Humidity =18.068958282470703
Presure =1021.965087890625, Temperature =38.54762268066406, Humidity =18.145183563232422
Presure =1021.983642578125, Temperature =38.58473587036133, Humidity =17.989683151245117
Presure =1021.976806640625, Temperature =38.39916229248047, Humidity =18.053712844848633
Presure =1021.9697265625, Temperature =38.677520751953125, Humidity =17.882966995239258
Presure =1021.977783203125, Temperature =38.64040756225586, Humidity =17.93480110168457
Presure =1021.963134765625, Temperature =38.714637756347656, Humidity =17.9256534576416
Presure =1021.982177734375, Temperature =38.658966064453125, Humidity =17.965290069580078
Presure =1021.98486328125, Temperature =38.64040756225586, Humidity =17.98053741455078
Presure =1021.97607421875, Temperature =38.677520751953125, Humidity =17.849428176879883
Presure =1021.957763671875, Temperature =38.603294372558594, Humidity =17.968339920043945
Presure =1021.975830078125, Temperature =38.677520751953125, Humidity =18.01712417602539
Presure =1021.984619140625, Temperature =38.603294372558594, Humidity =18.004928588867188
Presure =1021.970947265625, Temperature =38.658966064453125, Humidity =18.072006225585938
Presure =1021.96728515625, Temperature =38.844539642333984, Humidity =17.983585357666016
Presure =1021.9775390625, Temperature =38.78886795043945, Humidity =17.672584533691406
Presure =1021.989990234375, Temperature =38.80742645263672, Humidity =18.172626495361328
Presure =1021.965087890625, Temperature =38.714637756347656, Humidity =18.0628604888916
Presure =1021.97509765625, Temperature =38.677520751953125, Humidity =17.88906478881836
Presure =1021.9794921875, Temperature =38.54762268066406, Humidity =17.739662170410156
Presure =1021.988525390625, Temperature =38.80742645263672, Humidity =17.629898071289062
Presure =1022.0087890625, Temperature =38.80742645263672, Humidity =20.127056121826172
Presure =1021.998046875, Temperature =38.54762268066406, Humidity =17.98053741455078
Presure =1021.973388671875, Temperature =38.56617736816406, Humidity =18.23055648803711
Presure =1021.99072265625, Temperature =38.677520751953125, Humidity =17.727466583251953
Presure =1022.007568359375, Temperature =38.733192443847656, Humidity =17.85247802734375
Presure =1022.010009765625, Temperature =38.54762268066406, Humidity =17.660388946533203
Presure =1021.998291015625, Temperature =38.658966064453125, Humidity =18.190919876098633
Presure =1022.005859375, Temperature =38.733192443847656, Humidity =18.120792388916016
Presure =1021.997314453125, Temperature =38.69607925415039, Humidity =17.968339920043945
Presure =1021.99951171875, Temperature =38.54762268066406, Humidity =17.75185775756836
Presure =1022.001953125, Temperature =38.603294372558594, Humidity =17.71527099609375
Presure =1021.997802734375, Temperature =38.56617736816406, Humidity =18.029319763183594
Presure =1021.98583984375, Temperature =38.56617736816406, Humidity =17.748809814453125
Presure =1022.003173828125, Temperature =38.733192443847656, Humidity =17.946996688842773
Presure =1022.009521484375, Temperature =38.80742645263672, Humidity =17.678682327270508
Presure =1022.027587890625, Temperature =38.80742645263672, Humidity =17.79149627685547
Presure =1021.97705078125, Temperature =38.603294372558594, Humidity =18.04761505126953
Presure =1021.989990234375, Temperature =38.52906036376953, Humidity =17.870771408081055
Presure =1021.99169921875, Temperature =38.621849060058594, Humidity =18.157379150390625
Presure =1021.996337890625, Temperature =38.77030944824219, Humidity =18.13908576965332
Presure =1021.999267578125, Temperature =38.80742645263672, Humidity =17.764055252075195
Presure =1021.97412109375, Temperature =38.88165283203125, Humidity =18.084203720092773
Presure =1021.95361328125, Temperature =38.78886795043945, Humidity =18.090301513671875
Presure =1021.98779296875, Temperature =38.75175476074219, Humidity =17.998830795288086
Presure =1022.002685546875, Temperature =38.69607925415039, Humidity =17.99578094482422
Presure =1021.963623046875, Temperature =38.77030944824219, Humidity =17.907360076904297
Presure =1021.983154296875, Temperature =38.82598114013672, Humidity =17.965290069580078
Presure =1021.937744140625, Temperature =38.86309814453125, Humidity =17.946996688842773
Presure =1021.958251953125, Temperature =38.88165283203125, Humidity =17.90431022644043
Presure =1021.949951171875, Temperature =38.77030944824219, Humidity =18.007976531982422
Presure =1021.962158203125, Temperature =38.844539642333984, Humidity =17.718318939208984
Presure =1021.967041015625, Temperature =38.78886795043945, Humidity =17.998830795288086
Presure =1021.953369140625, Temperature =38.80742645263672, Humidity =17.998830795288086
Presure =1021.95849609375, Temperature =38.900211334228516, Humidity =18.044567108154297
Presure =1021.946533203125, Temperature =38.82598114013672, Humidity =17.794544219970703
Presure =1021.929443359375, Temperature =38.78886795043945, Humidity =18.06591033935547
Presure =1021.9423828125, Temperature =38.714637756347656, Humidity =17.922603607177734
Presure =1021.928955078125, Temperature =38.77030944824219, Humidity =17.85857391357422
Presure =1021.945068359375, Temperature =38.75175476074219, Humidity =18.007976531982422
Presure =1021.926025390625, Temperature =38.82598114013672, Humidity =17.93480110168457
Presure =1021.917236328125, Temperature =38.82598114013672, Humidity =17.876869201660156
Presure =1021.927490234375, Temperature =38.844539642333984, Humidity =17.867721557617188
Presure =1021.899658203125, Temperature =38.75175476074219, Humidity =17.956144332885742
Presure =1021.9033203125, Temperature =38.86309814453125, Humidity =17.825035095214844
Presure =1021.9208984375, Temperature =38.80742645263672, Humidity =17.84333038330078
Presure =1021.906982421875, Temperature =38.91876983642578, Humidity =17.9134578704834
Presure =1021.920166015625, Temperature =38.77030944824219, Humidity =17.709171295166016
Presure =1021.891845703125, Temperature =38.844539642333984, Humidity =17.864673614501953
Presure =1021.935546875, Temperature =38.75175476074219, Humidity =17.87991714477539
Presure =1021.899658203125, Temperature =38.75175476074219, Humidity =17.831134796142578
Presure =1021.882080078125, Temperature =38.733192443847656, Humidity =17.79759407043457
Presure =1021.885498046875, Temperature =38.86309814453125, Humidity =17.95919418334961
Presure =1021.90673828125, Temperature =38.69607925415039, Humidity =17.81283950805664
Presure =1021.9072265625, Temperature =38.677520751953125, Humidity =18.242752075195312
Presure =1021.89501953125, Temperature =38.78886795043945, Humidity =18.279342651367188
Presure =1021.904541015625, Temperature =38.714637756347656, Humidity =18.14823341369629
Presure =1021.887451171875, Temperature =38.88165283203125, Humidity =17.956144332885742
Presure =1021.91064453125, Temperature =38.733192443847656, Humidity =17.803691864013672
Presure =1021.90380859375, Temperature =38.82598114013672, Humidity =17.834182739257812
Presure =1021.922119140625, Temperature =38.93732452392578, Humidity =17.849428176879883
Presure =1021.906494140625, Temperature =38.80742645263672, Humidity =17.764055252075195
Presure =1021.89599609375, Temperature =38.77030944824219, Humidity =17.968339920043945
Presure =1021.894775390625, Temperature =38.77030944824219, Humidity =17.730514526367188
Presure =1021.8994140625, Temperature =38.900211334228516, Humidity =18.105546951293945
Presure =1021.900390625, Temperature =38.714637756347656, Humidity =17.977487564086914
Presure =1021.919921875, Temperature =38.80742645263672, Humidity =18.081153869628906
Presure =1021.91552734375, Temperature =38.844539642333984, Humidity =17.931751251220703
Presure =1021.910888671875, Temperature =38.88165283203125, Humidity =17.876869201660156
Presure =1021.916015625, Temperature =38.78886795043945, Humidity =17.907360076904297
Presure =1021.93603515625, Temperature =38.75175476074219, Humidity =18.038467407226562
Presure =1021.936279296875, Temperature =38.677520751953125, Humidity =17.88906478881836
Presure =1021.912109375, Temperature =38.77030944824219, Humidity =18.053712844848633
Presure =1021.92333984375, Temperature =38.454833984375, Humidity =17.971389770507812
Presure =1021.885009765625, Temperature =38.621849060058594, Humidity =17.71527099609375
Presure =1021.8623046875, Temperature =38.714637756347656, Humidity =18.023223876953125
Presure =1021.88427734375, Temperature =38.78886795043945, Humidity =17.95004653930664
Presure =1021.88623046875, Temperature =38.658966064453125, Humidity =18.044567108154297
Presure =1021.884765625, Temperature =38.69607925415039, Humidity =17.946996688842773
Presure =1021.89990234375, Temperature =38.658966064453125, Humidity =17.88906478881836
Presure =1021.908447265625, Temperature =38.658966064453125, Humidity =18.029319763183594
Presure =1021.89501953125, Temperature =38.80742645263672, Humidity =17.998830795288086
Presure =1021.91552734375, Temperature =38.733192443847656, Humidity =17.815887451171875
Presure =1021.8916015625, Temperature =38.80742645263672, Humidity =17.736614227294922
Presure =1021.896728515625, Temperature =38.733192443847656, Humidity =18.111644744873047
